order,id,spot,u_ppm,th_ppm,th_u,th_wr,u_wr,composition_index,t_sat,th_z_wr,u_z_wr
2857,169062.1,21.1,121,200,1.65,103.4,5.25,1.29,858,1.93,23.05
2858,169062.1,3.1,125,201,1.61,103.4,5.25,1.29,858,1.94,23.81
2859,169062.1,23.1,122,204,1.67,103.4,5.25,1.29,858,1.97,23.24
2860,169062.1,16.1,135,239,1.77,103.4,5.25,1.29,858,2.31,25.71
2861,169062.1,4.1,1120,252,0.23,103.4,5.25,1.29,858,2.44,213.33
2862,169062.1,19.1,386,349,0.9,103.4,5.25,1.29,858,3.38,73.52
2863,169062.1,24.1,130,386,2.97,103.4,5.25,1.29,858,3.73,24.76
2864,169062.1,8.1,308,386,1.25,103.4,5.25,1.29,858,3.73,58.67
2865,169062.1,15.1,599,399,0.67,103.4,5.25,1.29,858,3.86,114.1
2866,169062.1,22.1,199,452,2.27,103.4,5.25,1.29,858,4.37,37.9
2867,169062.1,20.1,372,476,1.28,103.4,5.25,1.29,858,4.6,70.86
2868,169062.1,26.1,552,628,1.14,103.4,5.25,1.29,858,6.07,105.14
2869,169062.1,18.1,584,903,1.55,103.4,5.25,1.29,858,8.73,111.24
2870,169064.1,10.1,528,47,0.09,34.6,8.01,1.42,810,1.36,65.92
2871,169064.1,11.1,591,60,0.1,34.6,8.01,1.42,810,1.73,73.78
2872,169064.1,13.1,70,76,1.09,34.6,8.01,1.42,810,2.2,8.74
2873,169064.1,14.1,564,98,0.17,34.6,8.01,1.42,810,2.83,70.41
2874,169064.1,16.1,70,99,1.41,34.6,8.01,1.42,810,2.86,8.74
2875,169064.1,9.1,121,102,0.84,34.6,8.01,1.42,810,2.95,15.11
2876,169064.1,22.1,90,135,1.5,34.6,8.01,1.42,810,3.9,11.24
2877,169064.1,14.2,494,137,0.28,34.6,8.01,1.42,810,3.96,61.67
2878,169064.1,20.1,196,153,0.78,34.6,8.01,1.42,810,4.42,24.47
2879,169064.1,17.1,121,200,1.65,34.6,8.01,1.42,810,5.78,15.11
2880,169064.1,23.1,135,202,1.5,34.6,8.01,1.42,810,5.84,16.85
2881,169064.1,1.1,651,219,0.34,34.6,8.01,1.42,810,6.33,81.27
2882,169064.1,12.1,234,239,1.02,34.6,8.01,1.42,810,6.91,29.21
2883,169064.1,6.1,312,364,1.17,34.6,8.01,1.42,810,10.52,38.95
2884,169064.1,7.1,372,378,1.02,34.6,8.01,1.42,810,10.92,46.44
2885,169064.1,4.1,440,566,1.29,34.6,8.01,1.42,810,16.36,54.93
2886,169066.1,22.1,46,11,0.24,17.3,2.4,1.7,770,0.64,19.17
2887,169066.1,20.1,40,25,0.63,17.3,2.4,1.7,770,1.45,16.67
2888,169066.1,24.1,56,43,0.77,17.3,2.4,1.7,770,2.49,23.33
2889,169066.1,23.1,100,106,1.06,17.3,2.4,1.7,770,6.13,41.67
2890,169067.1,1.1,48,22,0.46,6,1.57,0.99,964,3.67,30.57
2891,169067.1,1.4,48,23,0.48,6,1.57,0.99,964,3.83,30.57
2892,169067.1,2.4,56,29,0.52,6,1.57,0.99,964,4.83,35.67
2893,169067.1,2.5,71,42,0.59,6,1.57,0.99,964,7,45.22
2894,169067.1,2.3,78,47,0.6,6,1.57,0.99,964,7.83,49.68
2895,169067.1,2.6,82,52,0.63,6,1.57,0.99,964,8.67,52.23
2896,169067.1,1.2,94,57,0.61,6,1.57,0.99,964,9.5,59.87
2897,169067.1,1.3,96,61,0.64,6,1.57,0.99,964,10.17,61.15
2898,169067.1,2.2,90,62,0.69,6,1.57,0.99,964,10.33,57.32
2899,169067.1,1.5,97,62,0.64,6,1.57,0.99,964,10.33,61.78
2900,169067.1,1.6,120,90,0.75,6,1.57,0.99,964,15,76.43
2901,169068.1,7.1,40,63,1.58,9.5,1.73,1.41,767,6.63,23.12
2902,169068.1,11.1,117,74,0.63,9.5,1.73,1.41,767,7.79,67.63
2903,169068.1,13.1,117,77,0.66,9.5,1.73,1.41,767,8.11,67.63
2904,169068.1,1.1,118,82,0.69,9.5,1.73,1.41,767,8.63,68.21
2905,169068.1,8.1,171,96,0.56,9.5,1.73,1.41,767,10.11,98.84
2906,169068.1,16.1,144,97,0.67,9.5,1.73,1.41,767,10.21,83.24
2907,169068.1,5.1,148,100,0.68,9.5,1.73,1.41,767,10.53,85.55
2908,169068.1,18.1,166,113,0.68,9.5,1.73,1.41,767,11.89,95.95
2909,169068.1,10.1,107,115,1.07,9.5,1.73,1.41,767,12.11,61.85
2910,169068.1,4.1,150,115,0.77,9.5,1.73,1.41,767,12.11,86.71
2911,169068.1,2.1,213,121,0.57,9.5,1.73,1.41,767,12.74,123.12
2912,169068.1,3.1,159,124,0.78,9.5,1.73,1.41,767,13.05,91.91
2913,169068.1,9.1,219,154,0.7,9.5,1.73,1.41,767,16.21,126.59
2914,169068.1,17.1,272,169,0.62,9.5,1.73,1.41,767,17.79,157.23
2915,169068.1,15.1,228,170,0.75,9.5,1.73,1.41,767,17.89,131.79
2916,169068.1,14.1,213,171,0.8,9.5,1.73,1.41,767,18,123.12
2917,169069.1,14.1,169,17,0.1,18.9,2.03,1.43,799,0.9,83.25
2918,169069.1,15.1,201,44,0.22,18.9,2.03,1.43,799,2.33,99.01
2919,169069.1,16.1,72,48,0.67,18.9,2.03,1.43,799,2.54,35.47
2920,169069.1,8.1,130,75,0.58,18.9,2.03,1.43,799,3.97,64.04
2921,169069.1,17.1,268,85,0.32,18.9,2.03,1.43,799,4.5,132.02
2922,169069.1,19.1,149,88,0.59,18.9,2.03,1.43,799,4.66,73.4
2923,169069.1,1.1,323,104,0.32,18.9,2.03,1.43,799,5.5,159.11
2924,169069.1,12.1,238,109,0.46,18.9,2.03,1.43,799,5.77,117.24
2925,169069.1,5.1,146,134,0.92,18.9,2.03,1.43,799,7.09,71.92
2926,169069.1,20.1,98,143,1.46,18.9,2.03,1.43,799,7.57,48.28
2927,169069.1,6.1,195,144,0.74,18.9,2.03,1.43,799,7.62,96.06
2928,169069.1,9.1,121,163,1.35,18.9,2.03,1.43,799,8.62,59.61
2929,169069.1,4.1,141,168,1.19,18.9,2.03,1.43,799,8.89,69.46
2930,169069.1,13.1,275,177,0.64,18.9,2.03,1.43,799,9.37,135.47
2931,169069.1,18.1,187,210,1.12,18.9,2.03,1.43,799,11.11,92.12
2932,169069.1,2.1,199,274,1.38,18.9,2.03,1.43,799,14.5,98.03
2933,169070.1,7.1,274,54,0.2,28.1,7.73,1.38,809,1.92,35.45
2934,169070.1,10.1,75,57,0.76,28.1,7.73,1.38,809,2.03,9.7
2935,169070.1,14.1,118,76,0.64,28.1,7.73,1.38,809,2.7,15.27
2936,169070.1,6.1,141,90,0.64,28.1,7.73,1.38,809,3.2,18.24
2937,169070.1,15.1,146,106,0.73,28.1,7.73,1.38,809,3.77,18.89
2938,169070.1,11.1,128,110,0.86,28.1,7.73,1.38,809,3.91,16.56
2939,169070.1,18.1,135,115,0.85,28.1,7.73,1.38,809,4.09,17.46
2940,169070.1,17.1,250,125,0.5,28.1,7.73,1.38,809,4.45,32.34
2941,169070.1,3.1,184,146,0.79,28.1,7.73,1.38,809,5.2,23.8
2942,169070.1,13.1,295,153,0.52,28.1,7.73,1.38,809,5.44,38.16
2943,169070.1,5.1,246,154,0.63,28.1,7.73,1.38,809,5.48,31.82
2944,169070.1,1.1,189,168,0.89,28.1,7.73,1.38,809,5.98,24.45
2945,169070.1,4.1,304,169,0.56,28.1,7.73,1.38,809,6.01,39.33
2946,169070.1,16.1,190,188,0.99,28.1,7.73,1.38,809,6.69,24.58
2947,169070.1,12.1,221,204,0.92,28.1,7.73,1.38,809,7.26,28.59
2948,169070.1,2.1,169,229,1.36,28.1,7.73,1.38,809,8.15,21.86
2949,169071.1,2.1,68,88,1.29,41.8,5.96,1.44,814,2.11,11.41
2950,169071.1,9.1,75,94,1.25,41.8,5.96,1.44,814,2.25,12.58
2951,169071.1,7.1,114,98,0.86,41.8,5.96,1.44,814,2.34,19.13
2952,169071.1,13.1,96,137,1.43,41.8,5.96,1.44,814,3.28,16.11
2953,169071.1,11.1,103,143,1.39,41.8,5.96,1.44,814,3.42,17.28
2954,169071.1,19.1,177,149,0.84,41.8,5.96,1.44,814,3.56,29.7
2955,169071.1,18.1,82,174,2.12,41.8,5.96,1.44,814,4.16,13.76
2956,169071.1,4.1,241,379,1.57,41.8,5.96,1.44,814,9.07,40.44
2957,169071.1,16.1,195,390,2,41.8,5.96,1.44,814,9.33,32.72
2958,169076.1,10.3,47,23,0.49,12.9,0.83,1.37,763,1.78,56.63
2959,169076.1,10.1,56,24,0.43,12.9,0.83,1.37,763,1.86,67.47
2960,169076.1,3.1,62,29,0.47,12.9,0.83,1.37,763,2.25,74.7
2961,169076.1,7.3,61,37,0.61,12.9,0.83,1.37,763,2.87,73.49
2962,169076.1,10.2,55,39,0.71,12.9,0.83,1.37,763,3.02,66.27
2963,169076.1,3.3,46,43,0.93,12.9,0.83,1.37,763,3.33,55.42
2964,169076.1,5.1,90,51,0.57,12.9,0.83,1.37,763,3.95,108.43
2965,169076.1,3.2,48,57,1.19,12.9,0.83,1.37,763,4.42,57.83
2966,169076.1,7.2,113,60,0.53,12.9,0.83,1.37,763,4.65,136.14
2967,169076.1,7.1,102,63,0.62,12.9,0.83,1.37,763,4.88,122.89
2968,169076.1,6.1,95,95,1,12.9,0.83,1.37,763,7.36,114.46
2969,169076.1,8.1,152,147,0.97,12.9,0.83,1.37,763,11.4,183.13
2970,169076.1,1.1,205,165,0.8,12.9,0.83,1.37,763,12.79,246.99
2971,169078.1,3.2,74,14,0.19,9,2.69,1.45,756,1.56,27.51
2972,169078.1,3.1,98,19,0.19,9,2.69,1.45,756,2.11,36.43
2973,169078.1,5.1,109,22,0.2,9,2.69,1.45,756,2.44,40.52
2974,169078.1,2.1,105,54,0.51,9,2.69,1.45,756,6,39.03
2975,169078.1,10.1,108,58,0.54,9,2.69,1.45,756,6.44,40.15
2976,169078.1,6.1,129,100,0.78,9,2.69,1.45,756,11.11,47.96
2977,169078.1,6.2,130,105,0.81,9,2.69,1.45,756,11.67,48.33
2978,169078.1,8.1,104,106,1.02,9,2.69,1.45,756,11.78,38.66
2979,169078.1,11.2,89,134,1.51,9,2.69,1.45,756,14.89,33.09
2980,169078.1,11.1,123,198,1.61,9,2.69,1.45,756,22,45.72
2981,169078.1,4.1,109,230,2.11,9,2.69,1.45,756,25.56,40.52
2982,169079.1,2.1,571,243,0.43,25.6,30.3,1.36,776,9.49,18.84
2983,169079.1,5.1,1576,270,0.17,25.6,30.3,1.36,776,10.55,52.01
2984,169079.1,6.1,3138,283,0.09,25.6,30.3,1.36,776,11.05,103.56
2985,169079.1,15.1,665,532,0.8,25.6,30.3,1.36,776,20.78,21.95
2986,169079.1,10.1,2088,568,0.27,25.6,30.3,1.36,776,22.19,68.91
2987,169079.1,7.1,3389,791,0.23,25.6,30.3,1.36,776,30.9,111.85
2988,169079.1,13.1,1606,837,0.52,25.6,30.3,1.36,776,32.7,53
2989,169080.1,14.1,21,15,0.71,1.2,0.21,1.49,763,12.5,100
2990,169080.1,10.1,28,36,1.29,1.2,0.21,1.49,763,30,133.33
2991,169080.1,15.1,28,39,1.39,1.2,0.21,1.49,763,32.5,133.33
2992,169080.1,12.1,41,39,0.95,1.2,0.21,1.49,763,32.5,195.24
2993,169080.1,6.1,95,39,0.41,1.2,0.21,1.49,763,32.5,452.38
2994,169080.1,3.1,49,47,0.96,1.2,0.21,1.49,763,39.17,233.33
2995,169080.1,4.1,64,60,0.94,1.2,0.21,1.49,763,50,304.76
2996,169080.1,13.1,41,61,1.49,1.2,0.21,1.49,763,50.83,195.24
2997,169080.1,1.1,38,86,2.26,1.2,0.21,1.49,763,71.67,180.95
2998,169080.1,11.1,43,93,2.16,1.2,0.21,1.49,763,77.5,204.76
2999,169080.1,8.1,73,97,1.33,1.2,0.21,1.49,763,80.83,347.62
3000,169080.1,7.1,45,99,2.2,1.2,0.21,1.49,763,82.5,214.29
3001,169080.1,16.1,60,130,2.17,1.2,0.21,1.49,763,108.33,285.71
3002,169080.1,5.1,67,146,2.18,1.2,0.21,1.49,763,121.67,319.05
3003,169080.1,2.1,86,147,1.71,1.2,0.21,1.49,763,122.5,409.52
3004,169080.1,9.1,131,384,2.93,1.2,0.21,1.49,763,320,623.81
3005,169086.1,16.1,20,11,0.55,52.5,2.03,1.32,837,0.21,9.85
3006,169086.1,3.1,419,25,0.06,52.5,2.03,1.32,837,0.48,206.4
3007,169086.1,8.1,197,76,0.39,52.5,2.03,1.32,837,1.45,97.04
3008,169086.1,7.1,189,77,0.41,52.5,2.03,1.32,837,1.47,93.1
3009,169086.1,4.1,270,99,0.37,52.5,2.03,1.32,837,1.89,133
3010,169086.1,14.1,333,111,0.33,52.5,2.03,1.32,837,2.11,164.04
3011,169086.1,11.1,308,113,0.37,52.5,2.03,1.32,837,2.15,151.72
3012,169086.1,6.1,316,118,0.37,52.5,2.03,1.32,837,2.25,155.67
3013,169086.1,10.1,298,126,0.42,52.5,2.03,1.32,837,2.4,146.8
3014,169086.1,13.1,361,130,0.36,52.5,2.03,1.32,837,2.48,177.83
3015,169086.1,12.1,350,148,0.42,52.5,2.03,1.32,837,2.82,172.41
3016,169086.1,9.1,538,203,0.38,52.5,2.03,1.32,837,3.87,265.02
3017,169086.1,2.1,645,262,0.41,52.5,2.03,1.32,837,4.99,317.73
3018,169086.1,15.1,959,467,0.49,52.5,2.03,1.32,837,8.9,472.41
3019,169086.1,1.1,2733,750,0.27,52.5,2.03,1.32,837,14.29,1346.31
3020,169087.1,24.1,1146,20,0.02,28.7,4.06,1.29,826,0.7,282.27
3021,169087.1,7.1,120,60,0.5,28.7,4.06,1.29,826,2.09,29.56
3022,169087.1,22.1,131,65,0.5,28.7,4.06,1.29,826,2.26,32.27
3023,169087.1,20.1,144,76,0.53,28.7,4.06,1.29,826,2.65,35.47
3024,169087.1,19.1,158,77,0.49,28.7,4.06,1.29,826,2.68,38.92
3025,169087.1,8.1,160,83,0.52,28.7,4.06,1.29,826,2.89,39.41
3026,169087.1,18.1,529,100,0.19,28.7,4.06,1.29,826,3.48,130.3
3027,169087.1,15.1,366,126,0.34,28.7,4.06,1.29,826,4.39,90.15
3028,169087.1,5.1,548,129,0.24,28.7,4.06,1.29,826,4.49,134.98
3029,169087.1,3.1,189,171,0.9,28.7,4.06,1.29,826,5.96,46.55
3030,169087.1,9.1,255,188,0.74,28.7,4.06,1.29,826,6.55,62.81
3031,169087.1,12.1,250,220,0.88,28.7,4.06,1.29,826,7.67,61.58
3032,169087.1,21.1,170,222,1.31,28.7,4.06,1.29,826,7.74,41.87
3033,169087.1,17.1,365,255,0.7,28.7,4.06,1.29,826,8.89,89.9
3034,169087.1,14.1,202,266,1.32,28.7,4.06,1.29,826,9.27,49.75
3035,169087.1,2.1,290,390,1.34,28.7,4.06,1.29,826,13.59,71.43
3036,169088.1,1.1,121,53,0.44,22,3.9,1.2,803,2.41,31.03
3037,169088.1,15.1,200,74,0.37,22,3.9,1.2,803,3.36,51.28
3038,169088.1,18.1,93,76,0.82,22,3.9,1.2,803,3.45,23.85
3039,169088.1,,76,78,1.03,22,3.9,1.2,803,3.55,19.49
3040,169088.1,21.1,272,102,0.38,22,3.9,1.2,803,4.64,69.74
3041,169088.1,19.1,233,105,0.45,22,3.9,1.2,803,4.77,59.74
3042,169088.1,,115,126,1.1,22,3.9,1.2,803,5.73,29.49
3043,169088.1,10.1,102,143,1.4,22,3.9,1.2,803,6.5,26.15
3044,169088.1,22.1,173,153,0.88,22,3.9,1.2,803,6.95,44.36
3045,169088.1,4.1,221,159,0.72,22,3.9,1.2,803,7.23,56.67
3046,169088.1,,248,162,0.65,22,3.9,1.2,803,7.36,63.59
3047,169088.1,11.1,157,165,1.05,22,3.9,1.2,803,7.5,40.26
3048,169088.1,6.1,348,167,0.48,22,3.9,1.2,803,7.59,89.23
3049,169088.1,,286,222,0.78,22,3.9,1.2,803,10.09,73.33
3050,169088.1,23.1,204,230,1.13,22,3.9,1.2,803,10.45,52.31
3051,169088.1,12.1,323,256,0.79,22,3.9,1.2,803,11.64,82.82
3052,169088.1,13.1,389,277,0.71,22,3.9,1.2,803,12.59,99.74
3053,169088.1,,312,290,0.93,22,3.9,1.2,803,13.18,80
3054,169088.1,2.1,383,393,1.03,22,3.9,1.2,803,17.86,98.21
3055,169089.1,5.1,121,39,0.32,8.7,3.26,1.44,709,4.48,37.12
3056,169089.1,3.2,221,67,0.3,8.7,3.26,1.44,709,7.7,67.79
3057,169089.1,4.3,249,71,0.29,8.7,3.26,1.44,709,8.16,76.38
3058,169089.1,5.2,101,90,0.89,8.7,3.26,1.44,709,10.34,30.98
3059,169089.1,9.1,253,107,0.42,8.7,3.26,1.44,709,12.3,77.61
3060,169089.1,10.1,445,128,0.29,8.7,3.26,1.44,709,14.71,136.5
3061,169089.1,5.2,105,129,1.23,8.7,3.26,1.44,709,14.83,32.21
3062,169089.1,3.1,428,132,0.31,8.7,3.26,1.44,709,15.17,131.29
3063,169089.1,4.2,241,146,0.61,8.7,3.26,1.44,709,16.78,73.93
3064,169089.1,9.2,414,155,0.37,8.7,3.26,1.44,709,17.82,126.99
3065,169089.1,4.1,290,157,0.54,8.7,3.26,1.44,709,18.05,88.96
3066,169089.1,8.1,306,255,0.83,8.7,3.26,1.44,709,29.31,93.87
3067,169089.1,10.2,384,256,0.67,8.7,3.26,1.44,709,29.43,117.79
3068,169089.1,2.2,160,293,1.83,8.7,3.26,1.44,709,33.68,49.08
3069,169089.1,8.2,405,358,0.88,8.7,3.26,1.44,709,41.15,124.23
3070,169089.1,2.1,198,487,2.46,8.7,3.26,1.44,709,55.98,60.74
3071,169089.1,1.1,509,906,1.78,8.7,3.26,1.44,709,104.14,156.13
3072,169090.1,,342,22,0.06,35.3,6.02,1.33,813,0.62,56.81
3073,169090.1,21.1,1141,33,0.03,35.3,6.02,1.33,813,0.93,189.53
3074,169090.1,3.1,257,122,0.47,35.3,6.02,1.33,813,3.46,42.69
3075,169090.1,,402,298,0.74,35.3,6.02,1.33,813,8.44,66.78
3076,169090.1,20.1,816,412,0.5,35.3,6.02,1.33,813,11.67,135.55
3077,169092.1,18.1,925,33,0.04,15.6,8.44,1.19,732,2.12,109.6
3078,169092.1,12.1,294,47,0.16,15.6,8.44,1.19,732,3.01,34.83
3079,169092.1,23.1,524,73,0.14,15.6,8.44,1.19,732,4.68,62.09
3080,169092.1,14.1,111,74,0.67,15.6,8.44,1.19,732,4.74,13.15
3081,169092.1,22.1,450,76,0.17,15.6,8.44,1.19,732,4.87,53.32
3082,169092.1,8.1,571,79,0.14,15.6,8.44,1.19,732,5.06,67.65
3083,169092.1,15.1,404,88,0.22,15.6,8.44,1.19,732,5.64,47.87
3084,169092.1,19.1,116,90,0.78,15.6,8.44,1.19,732,5.77,13.74
3085,169092.1,9.1,238,119,0.5,15.6,8.44,1.19,732,7.63,28.2
3086,169092.1,20.1,662,119,0.18,15.6,8.44,1.19,732,7.63,78.44
3087,169092.1,13.1,543,121,0.22,15.6,8.44,1.19,732,7.76,64.34
3088,169092.1,17.1,610,124,0.2,15.6,8.44,1.19,732,7.95,72.27
3089,169092.1,2.1,639,124,0.19,15.6,8.44,1.19,732,7.95,75.71
3090,169092.1,16.1,677,153,0.23,15.6,8.44,1.19,732,9.81,80.21
3091,169092.1,4.1,131,171,1.31,15.6,8.44,1.19,732,10.96,15.52
3092,174538.1,5.1,84,57,0.68,4.3,0.8,1.85,852,13.26,105
3093,174538.1,15.1,112,76,0.68,4.3,0.8,1.85,852,17.67,140
3094,174538.1,4.1,159,84,0.53,4.3,0.8,1.85,852,19.53,198.75
3095,174538.1,22.1,161,84,0.52,4.3,0.8,1.85,852,19.53,201.25
3096,174538.1,19.1,163,85,0.52,4.3,0.8,1.85,852,19.77,203.75
3097,174538.1,14.1,169,86,0.51,4.3,0.8,1.85,852,20,211.25
3098,174538.1,16.1,160,88,0.55,4.3,0.8,1.85,852,20.47,200
3099,174538.1,11.1,166,89,0.54,4.3,0.8,1.85,852,20.7,207.5
3100,174538.1,6.1,167,91,0.54,4.3,0.8,1.85,852,21.16,208.75
3101,174538.1,20.1,182,94,0.52,4.3,0.8,1.85,852,21.86,227.5
3102,174538.1,10.2,183,97,0.53,4.3,0.8,1.85,852,22.56,228.75
3103,174538.1,13.1,179,98,0.55,4.3,0.8,1.85,852,22.79,223.75
3104,174538.1,9.1,183,99,0.54,4.3,0.8,1.85,852,23.02,228.75
3105,174538.1,10.1,138,101,0.73,4.3,0.8,1.85,852,23.49,172.5
3106,174538.1,18.1,213,102,0.48,4.3,0.8,1.85,852,23.72,266.25
3107,174538.1,2.1,167,103,0.62,4.3,0.8,1.85,852,23.95,208.75
3108,174538.1,7.1,192,106,0.55,4.3,0.8,1.85,852,24.65,240
3109,174538.1,17.1,219,106,0.48,4.3,0.8,1.85,852,24.65,273.75
3110,174538.1,5.2,210,111,0.53,4.3,0.8,1.85,852,25.81,262.5
3111,174538.1,8.1,227,117,0.52,4.3,0.8,1.85,852,27.21,283.75
3112,174538.1,3.1,192,132,0.69,4.3,0.8,1.85,852,30.7,240
3113,174538.1,12.1,260,141,0.54,4.3,0.8,1.85,852,32.79,325
3114,174538.1,21.1,141,186,1.32,4.3,0.8,1.85,852,43.26,176.25
3115,174558.1,26.2,36,34,0.94,2.6,0.67,1.99,853,13.08,53.73
3116,174558.1,11.1,60,43,0.72,2.6,0.67,1.99,853,16.54,89.55
3117,174558.1,3.1,82,54,0.66,2.6,0.67,1.99,853,20.77,122.39
3118,174558.1,15.1,43,56,1.3,2.6,0.67,1.99,853,21.54,64.18
3119,174558.1,8.1,46,59,1.28,2.6,0.67,1.99,853,22.69,68.66
3120,174558.1,12.2,67,80,1.19,2.6,0.67,1.99,853,30.77,100
3121,174558.1,10.2,128,105,0.82,2.6,0.67,1.99,853,40.38,191.04
3122,174558.1,13.2,208,155,0.75,2.6,0.67,1.99,853,59.62,310.45
3123,174558.1,20.1,484,425,0.88,2.6,0.67,1.99,853,163.46,722.39
3124,174589.1,17.1,48,37,0.77,32.4,2.1,1.44,882,1.14,22.86
3125,174589.1,16.1,72,64,0.89,32.4,2.1,1.44,882,1.98,34.29
3126,174589.1,2.1,75,97,1.29,32.4,2.1,1.44,882,2.99,35.71
3127,174589.1,4.1,172,131,0.76,32.4,2.1,1.44,882,4.04,81.9
3128,174589.1,5.1,197,145,0.74,32.4,2.1,1.44,882,4.48,93.81
3129,174589.1,1.1,255,148,0.58,32.4,2.1,1.44,882,4.57,121.43
3130,174589.1,6.2,209,160,0.77,32.4,2.1,1.44,882,4.94,99.52
3131,174589.1,20.1,223,166,0.74,32.4,2.1,1.44,882,5.12,106.19
3132,174589.1,12.1,199,183,0.92,32.4,2.1,1.44,882,5.65,94.76
3133,174589.1,9.1,173,210,1.21,32.4,2.1,1.44,882,6.48,82.38
3134,174589.1,22.1,270,222,0.82,32.4,2.1,1.44,882,6.85,128.57
3135,174589.1,3.1,502,323,0.64,32.4,2.1,1.44,882,9.97,239.05
3136,174589.1,21.1,170,333,1.96,32.4,2.1,1.44,882,10.28,80.95
3137,174589.1,18.1,905,366,0.4,32.4,2.1,1.44,882,11.3,430.95
3138,174589.1,8.1,593,495,0.83,32.4,2.1,1.44,882,15.28,282.38
3139,174589.1,10.1,609,579,0.95,32.4,2.1,1.44,882,17.87,290
3140,174589.1,13.1,563,607,1.08,32.4,2.1,1.44,882,18.73,268.1
3141,174589.1,5.2,957,786,0.82,32.4,2.1,1.44,882,24.26,455.71
3142,174589.1,6.1,867,970,1.12,32.4,2.1,1.44,882,29.94,412.86
3143,174589.1,1.2,980,1141,1.16,32.4,2.1,1.44,882,35.22,466.67
3144,174589.1,7.1,1425,1154,0.81,32.4,2.1,1.44,882,35.62,678.57
3145,174589.1,14.1,987,1227,1.24,32.4,2.1,1.44,882,37.87,470
3146,174589.1,4.2,881,1247,1.42,32.4,2.1,1.44,882,38.49,419.52
3147,174589.1,19.1,1377,1427,1.04,32.4,2.1,1.44,882,44.04,655.71
3148,174589.1,15.1,1605,1654,1.03,32.4,2.1,1.44,882,51.05,764.29
3149,174589.1,11.1,1618,1698,1.05,32.4,2.1,1.44,882,52.41,770.48
3150,174589.1,22.2,3884,2952,0.76,32.4,2.1,1.44,882,91.11,1849.52
3151,174662.1,6.1,97,66,0.68,7.74,1.55,1.94,924,8.52,62.81
3152,174662.1,4.1,124,98,0.79,7.74,1.55,1.94,924,12.63,79.79
3153,174662.1,13.1,135,100,0.74,7.74,1.55,1.94,924,12.94,87.25
3154,174662.1,12.1,95,108,1.14,7.74,1.55,1.94,924,13.98,61.31
3155,174662.1,3.1,141,114,0.81,7.74,1.55,1.94,924,14.7,90.94
3156,174662.1,9.1,196,199,1.02,7.74,1.55,1.94,924,25.75,126.6
3157,174662.1,11.1,182,223,1.23,7.74,1.55,1.94,924,28.87,117.16
3158,174662.1,8.1,245,239,0.98,7.74,1.55,1.94,924,30.91,157.78
3159,174662.1,15.1,305,339,1.11,7.74,1.55,1.94,924,43.76,196.74
3160,174662.1,1.1,274,353,1.29,7.74,1.55,1.94,924,45.61,176.86
3161,174662.1,7.1,296,381,1.29,7.74,1.55,1.94,924,49.29,191.28
3162,174662.1,2.1,1817,1194,0.66,7.74,1.55,1.94,924,154.24,1172.15
3163,174736.1,34.1,34,49,1.44,6.3,0.6,1.42,807,7.78,56.67
3164,174736.1,8.1,107,131,1.22,6.3,0.6,1.42,807,20.79,178.33
3165,174736.1,10.1,1770,172,0.1,6.3,0.6,1.42,807,27.3,2950
3166,174736.1,8.2,633,239,0.38,6.3,0.6,1.42,807,37.94,1055
3167,174736.1,18.1,418,241,0.58,6.3,0.6,1.42,807,38.25,696.67
3168,174736.1,24.1,1153,277,0.24,6.3,0.6,1.42,807,43.97,1921.67
3169,174736.1,16.1,499,309,0.62,6.3,0.6,1.42,807,49.05,831.67
3170,174736.1,21.1,398,353,0.89,6.3,0.6,1.42,807,56.03,663.33
3171,174736.1,7.1,196,360,1.84,6.3,0.6,1.42,807,57.14,326.67
3172,174736.1,30.1,682,387,0.57,6.3,0.6,1.42,807,61.43,1136.67
3173,174736.1,13.2,539,397,0.74,6.3,0.6,1.42,807,63.02,898.33
3174,174736.1,22.1,396,445,1.12,6.3,0.6,1.42,807,70.63,660
3175,174736.1,27.1,188,456,2.43,6.3,0.6,1.42,807,72.38,313.33
3176,174736.1,20.1,146,462,3.16,6.3,0.6,1.42,807,73.33,243.33
3177,174736.1,14.1,456,465,1.02,6.3,0.6,1.42,807,73.81,760
3178,174736.1,26.1,108,471,4.36,6.3,0.6,1.42,807,74.76,180
3179,174736.1,13.1,1880,473,0.25,6.3,0.6,1.42,807,75.08,3133.33
3180,174736.1,25.1,78,478,6.13,6.3,0.6,1.42,807,75.87,130
3181,174736.1,2.1,104,526,5.06,6.3,0.6,1.42,807,83.49,173.33
3182,174736.1,11.1,172,575,3.34,6.3,0.6,1.42,807,91.27,286.67
3183,174736.1,9.1,141,578,4.1,6.3,0.6,1.42,807,91.75,235
3184,174736.1,15.1,259,594,2.29,6.3,0.6,1.42,807,94.29,431.67
3185,174736.1,31.1,325,596,1.83,6.3,0.6,1.42,807,94.6,541.67
3186,174736.1,29.1,252,597,2.37,6.3,0.6,1.42,807,94.76,420
3187,174736.1,33.1,257,608,2.37,6.3,0.6,1.42,807,96.51,428.33
3188,174736.1,12.1,335,610,1.82,6.3,0.6,1.42,807,96.83,558.33
3189,174736.1,4.1,394,782,1.98,6.3,0.6,1.42,807,124.13,656.67
3190,174737.1,24.1,204,96,0.47,3.6,0.4,1.75,886,26.67,510
3191,174737.1,25.1,96,111,1.16,3.6,0.4,1.75,886,30.83,240
